0	0	-0.0022764	0.010358
0.010005	0	-0.0022764	0.010358
0.020009	0	-0.0021951	0.010741
0.030014	0	-0.0021951	0.01055
0.040018	0	-0.0021951	0.01055
0.050023	0	-0.0021951	0.010262
0.060027	0	-0.0021951	0.010358
0.070032	0	-0.0021951	0.010358
0.080036	0	-0.0021951	0.010454
0.090041	0	-0.0021951	0.010837
0.10005	0	-0.0021951	0.010837
0.11005	0	-0.0021951	0.010358
0.12005	0	-0.0021951	0.010741
0.13006	0	-0.0021951	0.010741
0.14006	0	-0.0021951	0.010358
0.15007	0	-0.0021951	0.01055
0.16007	0	-0.0021951	0.01055
0.17008	0	-0.0021951	0.010262
0.18008	0	-0.0021951	0.010166
0.19009	0	-0.0021951	0.010166
0.20009	0	-0.0021951	0.010166
0.21009	0	-0.0021951	0.010166
0.2201	0	-0.0021951	0.010166
0.2301	0	-0.0021951	0.010166
0.24011	0	-0.0021951	0.01055
0.25011	0	-0.0021951	0.01055
0.26012	0	-0.0021951	0.010262
0.27012	0	-0.0021951	0.010166
0.28013	0	-0.0021951	0.010166
0.29013	0	-0.0021951	0.010645
0.30014	0	-0.0021951	0.010262
0.31014	0	-0.0021951	0.010262
0.32014	0	-0.0027642	0.010454
0.33015	0	-0.0023577	0.010262
0.34015	0	-0.0023577	0.010262
0.35016	0	-0.0022764	0.010933
0.36016	0	-0.0021951	0.010454
0.37017	0	-0.0021951	0.010454
0.38017	0	-0.002439	0.010262
0.39018	0	-0.0022764	0.010358
0.40018	0	-0.0022764	0.010358
0.41019	0	-0.0023577	0.010454
0.42019	0	-0.0022764	0.010454
0.43019	0	-0.0022764	0.010454
0.4402	0	-0.0021951	0.010262
0.4502	0	-0.0023577	0.010933
0.46021	0	-0.0023577	0.010933
0.47021	0	-0.0022764	0.010358
0.48022	0	-0.0021951	0.010741
0.49022	0	-0.0021951	0.010741
0.50023	0	-0.0021951	0.010358
0.51023	0	-0.0023577	0.010262
0.52024	0	-0.0023577	0.010262
0.53024	0	-0.0023577	0.010358
0.54024	0	-0.0022764	0.010262
0.55025	0	-0.0022764	0.010262
0.56025	0	-0.0021951	0.010166
0.57026	0	-0.0025203	0.010358
0.58026	0	-0.0025203	0.010358
0.59027	0	-0.0022764	0.010454
0.60027	0	-0.0021951	0.010262
0.61028	0	-0.0021951	0.010262
0.62028	0	-0.0021951	0.010358
0.63028	0	-0.0021951	0.010262
0.64029	0	-0.0021951	0.010262
0.65029	0	-0.0023577	0.01055
0.6603	0	-0.0021951	0.010262
0.6703	0	-0.0021951	0.010262
0.68031	0	-0.0021951	0.010837
0.69031	0	-0.0021951	0.01055
0.70032	0	-0.0021951	0.01055
0.71032	0	-0.0021951	0.010454
0.72033	0	-0.0021951	0.010358
0.73033	0	-0.0021951	0.010358
0.74033	0	-0.0021951	0.010262
0.75034	0	-0.0021951	0.011029
0.76034	0	-0.0021951	0.011029
0.77035	0	-0.0021951	0.010454
0.78035	0	-0.0021951	0.010262
0.79036	0	-0.0021951	0.010262
0.80036	0	-0.0021951	0.010166
0.81037	0	-0.0021951	0.01055
0.82037	0	-0.0021951	0.01055
0.83038	0	-0.0021951	0.010262
0.84038	0	-0.0021951	0.010358
0.85038	0	-0.0021951	0.010358
0.86039	0	-0.0025203	0.010262
0.87039	0	-0.0025203	0.010166
0.8804	0	-0.0025203	0.010166
0.8904	0	-0.0022764	0.010166
0.90041	0	-0.0021951	0.010166
0.91041	0	-0.0021951	0.010166
