0.1	1.0175
0.2	1.0177
0.3	1.0179
0.4	1.0183
0.5	1.0191
0.6	1.0204
0.7	1.0217
0.8	1.0226
0.9	1.0231
1	1.0237
1.1	1.0253
1.2	1.0278
1.3	1.0307
1.4	1.033
1.5	1.0334
1.6	1.0315
1.7	1.0283
1.8	1.0255
1.9	1.0249
2	1.028
2.1	1.0359
2.2	1.0488
2.3	1.0655
2.4	1.0834
2.5	1.0984
2.6	1.1067
2.7	1.106
2.8	1.0963
2.9	1.0795
3	1.0599
3.1	1.0419
3.2	1.0283
3.3	1.0196
3.4	1.0151
3.5	1.0139
3.6	1.0151
3.7	1.0181
3.8	1.0223
3.9	1.0273
4	1.0328
4.1	1.0384
4.2	1.0439
4.3	1.0494
4.4	1.0552
4.5	1.0613
4.6	1.0676
4.7	1.0736
4.8	1.0786
4.9	1.0828
5	1.0866
5.1	1.0909
5.2	1.0961
5.3	1.1024
5.4	1.1092
5.5	1.1162
5.6	1.1231
5.7	1.1302
5.8	1.1375
5.9	1.1449
6	1.1518
6.1	1.1575
6.2	1.1614
6.3	1.1635
6.4	1.164
6.5	1.1641
6.6	1.165
6.7	1.1683
6.8	1.1746
6.9	1.184
7	1.1956
7.1	1.2086
7.2	1.2222
7.3	1.2361
7.4	1.25
7.5	1.2629
7.6	1.2736
7.7	1.2814
7.8	1.2864
7.9	1.2883
