0	-0.05	-0.0022764	0.010358
0.010005	-0.05	-0.0022764	0.010358
0.020009	-0.01	-0.0021951	0.010741
0.030014	-0.01	-0.0021951	0.01055
0.040018	-0.01	-0.0021951	0.01055
0.050023	-0.01	-0.0021951	0.010262
0.060027	-0.01	-0.0021951	0.010358
0.070032	-0.06	-0.0021951	0.010358
0.080036	-0.06	-0.0021951	0.010454
0.090041	-0.06	-0.0021951	0.010837
0.10005	-0.06	-0.0021951	0.010837
0.11005	-0.06	-0.0021951	0.010358
0.12005	-0.41	-0.0021951	0.010741
0.13006	-0.41	-0.0021951	0.010741
0.14006	-0.41	-0.0021951	0.010358
0.15007	-0.41	-0.0021951	0.01055
0.16007	-0.41	-0.0021951	0.01055
0.17008	-0.1	-0.0021951	0.010262
0.18008	-0.1	-0.0021951	0.010166
0.19009	-0.1	-0.0021951	0.010166
0.20009	-0.1	-0.0021951	0.010166
0.21009	-0.1	-0.0021951	0.010166
0.2201	0.12	-0.0021951	0.010166
0.2301	0.12	-0.0021951	0.010166
0.24011	0.12	-0.0021951	0.01055
0.25011	0.12	-0.0021951	0.01055
0.26012	0.12	-0.0021951	0.010262
0.27012	0.14	-0.0021951	0.010166
0.28013	0.14	-0.0021951	0.010166
0.29013	0.14	-0.0021951	0.010645
0.30014	0.14	-0.0021951	0.010262
0.31014	0.14	-0.0021951	0.010262
0.32014	-0.01	-0.0027642	0.010454
0.33015	-0.01	-0.0023577	0.010262
0.34015	-0.01	-0.0023577	0.010262
0.35016	-0.01	-0.0022764	0.010933
0.36016	-0.01	-0.0021951	0.010454
0.37017	-0.11	-0.0021951	0.010454
0.38017	-0.11	-0.002439	0.010262
0.39018	-0.11	-0.0022764	0.010358
0.40018	-0.11	-0.0022764	0.010358
0.41019	-0.11	-0.0023577	0.010454
0.42019	-0.09	-0.0022764	0.010454
0.43019	-0.09	-0.0022764	0.010454
0.4402	-0.09	-0.0021951	0.010262
0.4502	-0.09	-0.0023577	0.010933
0.46021	-0.09	-0.0023577	0.010933
0.47021	-0.01	-0.0022764	0.010358
0.48022	-0.01	-0.0021951	0.010741
0.49022	-0.01	-0.0021951	0.010741
0.50023	-0.01	-0.0021951	0.010358
0.51023	-0.01	-0.0023577	0.010262
0.52024	-0.38	-0.0023577	0.010262
0.53024	-0.38	-0.0023577	0.010358
0.54024	-0.38	-0.0022764	0.010262
0.55025	-0.38	-0.0022764	0.010262
0.56025	-0.38	-0.0021951	0.010166
0.57026	-0.13	-0.0025203	0.010358
0.58026	-0.13	-0.0025203	0.010358
0.59027	-0.13	-0.0022764	0.010454
0.60027	-0.13	-0.0021951	0.010262
0.61028	-0.13	-0.0021951	0.010262
0.62028	-0.45	-0.0021951	0.010358
0.63028	-0.45	-0.0021951	0.010262
0.64029	-0.45	-0.0021951	0.010262
0.65029	-0.45	-0.0023577	0.01055
0.6603	-0.45	-0.0021951	0.010262
0.6703	0.09	-0.0021951	0.010262
0.68031	0.09	-0.0021951	0.010837
0.69031	0.09	-0.0021951	0.01055
0.70032	0.09	-0.0021951	0.01055
0.71032	0.09	-0.0021951	0.010454
0.72033	-0.33	-0.0021951	0.010358
0.73033	-0.33	-0.0021951	0.010358
0.74033	-0.33	-0.0021951	0.010262
0.75034	-0.33	-0.0021951	0.011029
0.76034	-0.33	-0.0021951	0.011029
0.77035	0.18	-0.0021951	0.010454
0.78035	0.18	-0.0021951	0.010262
0.79036	0.18	-0.0021951	0.010262
0.80036	0.18	-0.0021951	0.010166
0.81037	0.18	-0.0021951	0.01055
0.82037	-0.25	-0.0021951	0.01055
0.83038	-0.25	-0.0021951	0.010262
0.84038	-0.25	-0.0021951	0.010358
0.85038	-0.25	-0.0021951	0.010358
0.86039	-0.25	-0.0025203	0.010262
0.87039	0.21	-0.0025203	0.010166
0.8804	0.21	-0.0025203	0.010166
0.8904	0.21	-0.0022764	0.010166
0.90041	0.21	-0.0021951	0.010166
0.91041	0.21	-0.0021951	0.010166
0.92042	-0.21	-0.0021951	0.010166
0.93042	-0.21	-0.0021951	0.010166
0.94042	-0.21	-0.0021951	0.010166
0.95043	-0.21	-0.0021951	0.010741
0.96043	-0.21	-0.0021951	0.010358
0.97044	-0.27	-0.0021951	0.010358
0.98044	-0.27	-0.0021951	0.01055
0.99045	-0.27	-0.0021951	0.010262
1.0005	-0.27	-0.0021951	0.010262
1.0105	-0.27	-0.0021951	0.010454
1.0205	-0.53	-0.0021951	0.01055
1.0305	-0.53	-0.0021951	0.01055
1.0405	-0.53	-0.0021951	0.010454
1.0505	-0.53	-0.0021951	0.01055
1.0605	-0.53	-0.0021951	0.01055
1.0705	0.22	-0.0021951	0.010645
1.0805	0.22	-0.0021951	0.010837
1.0905	0.22	-0.0021951	0.010837
1.1005	0.22	-0.0021951	0.010358
1.1105	0.22	-0.0021951	0.010933
1.1205	-0.21	-0.0021951	0.010933
1.1305	-0.21	-0.0021951	0.010358
1.1405	-0.21	-0.0021951	0.010741
1.1505	-0.21	-0.0021951	0.010741
1.1605	-0.21	-0.0021951	0.010358
1.1705	0.16	-0.0021951	0.011029
1.1805	0.16	-0.0021951	0.011029
1.1905	0.16	-0.0021951	0.010454
1.2005	0.16	-0.0021951	0.010262
1.2105	0.16	-0.0021951	0.010262
1.2206	-0.03	-0.0021951	0.01055
1.2306	-0.03	-0.0021951	0.010454
1.2406	-0.03	-0.0021951	0.010454
1.2506	-0.03	-0.0021951	0.010358
1.2606	-0.03	-0.0021951	0.010262
1.2706	0.12	-0.0021951	0.010262
1.2806	0.12	-0.0021951	0.010358
1.2906	0.12	-0.0021951	0.010262
1.3006	0.12	-0.0021951	0.010262
1.3106	0.12	-0.0021951	0.010166
1.3206	-0.61	-0.0021951	0.010166
1.3306	-0.61	-0.0021951	0.010166
1.3406	-0.61	-0.0021951	0.011029
1.3506	-0.61	-0.0021951	0.010741
1.3606	-0.61	-0.0021951	0.010741
1.3706	0.28	-0.0021951	0.01055
1.3806	0.28	-0.0021951	0.010358
1.3906	0.28	-0.0021951	0.010358
1.4006	0.28	-0.0021951	0.010933
1.4106	0.28	-0.0021951	0.010358
1.4206	-0.37	-0.0021951	0.010358
1.4306	-0.37	-0.0021951	0.010262
1.4407	-0.37	-0.0025203	0.010166
1.4507	-0.37	-0.0025203	0.010166
1.4607	-0.37	-0.0022764	0.010166
1.4707	0.03	-0.0021951	0.011029
1.4807	0.03	-0.0021951	0.011029
1.4907	0.03	-0.0021951	0.010454
1.5007	0.03	-0.0021951	0.011029
1.5107	0.03	-0.0021951	0.011029
1.5207	-0.32	-0.0021951	0.010645
1.5307	-0.32	-0.0021951	0.01055
1.5407	-0.32	-0.0021951	0.01055
1.5507	-0.32	-0.0023577	0.01055
1.5607	-0.32	-0.0021951	0.010837
1.5707	0.12	-0.0021951	0.010837
1.5807	0.12	-0.0023577	0.010645
1.5907	0.12	-0.0022764	0.010454
1.6007	0.12	-0.0022764	0.010454
1.6107	0.12	-0.0021951	0.010358
1.6207	-0.26	-0.0021951	0.010454
1.6307	-0.26	-0.0021951	0.010454
1.6407	-0.26	-0.0023577	0.010837
1.6507	-0.26	-0.0022764	0.010358
1.6608	-0.26	-0.0022764	0.010358
1.6708	0	-0.0021951	0.010741
1.6808	0	-0.0021951	0.010358
1.6908	0	-0.0021951	0.010358
1.7008	0	-0.0021951	0.010262
1.7108	0	-0.0021951	0.010166
1.7208	0.11	-0.0021951	0.010166
1.7308	0.11	-0.0021951	0.010358
1.7408	0.11	-0.0021951	0.010837
