0	7.3721
0.010005	8.0085
0.020009	7.3721
0.030014	8.0085
0.040018	7.3721
0.050023	8.0085
0.060027	8.0085
0.070032	7.3721
0.080036	8.0085
0.090041	8.0085
0.10005	7.3721
0.11005	8.0085
0.12005	7.3721
0.13006	8.0085
0.14006	8.0085
0.15007	7.3721
0.16007	8.0085
0.17008	7.3721
0.18008	8.0085
0.19009	8.0085
0.20009	7.3721
0.21009	8.0085
0.2201	8.0085
0.2301	7.3721
0.24011	7.3721
0.25011	8.0085
0.26012	8.0085
0.27012	7.3721
0.28013	8.0085
0.29013	7.3721
0.30014	8.0085
0.31014	7.3721
0.32014	7.3721
0.33015	7.3721
0.34015	7.3721
0.35016	8.0085
0.36016	8.0085
0.37017	8.0085
0.38017	8.0085
0.39018	7.3721
0.40018	8.0085
0.41019	8.0085
0.42019	8.0085
0.43019	8.0085
0.4402	8.0085
0.4502	7.3721
0.46021	7.3721
0.47021	8.0085
0.48022	8.0085
0.49022	8.0085
0.50023	8.0085
0.51023	8.0085
0.52024	8.0085
0.53024	8.0085
0.54024	8.0085
0.55025	8.0085
0.56025	8.0085
0.57026	8.0085
0.58026	8.0085
0.59027	8.0085
0.60027	8.0085
0.61028	8.0085
0.62028	8.0085
0.63028	8.0085
0.64029	8.0085
0.65029	8.0085
0.6603	7.3721
0.6703	8.0085
0.68031	8.0085
0.69031	8.0085
0.70032	8.0085
0.71032	7.3721
0.72033	8.0085
0.73033	8.0085
0.74033	8.0085
0.75034	8.0085
0.76034	8.0085
0.77035	8.0085
0.78035	8.0085
0.79036	8.0085
0.80036	8.0085
0.81037	8.0085
0.82037	8.0085
0.83038	8.0085
0.84038	8.0085
0.85038	8.0085
0.86039	7.3721
0.87039	8.0085
0.8804	8.0085
0.8904	8.0085
0.90041	8.0085
0.91041	8.0085
0.92042	8.0085
0.93042	8.0085
0.94042	8.0085
0.95043	8.0085
0.96043	7.3721
0.97044	8.0085
0.98044	8.0085
0.99045	7.3721
1.0005	7.3721
1.0105	7.3721
1.0205	8.0085
1.0305	8.0085
1.0405	8.0085
1.0505	8.0085
1.0605	7.3721
1.0705	8.0085
1.0805	8.0085
1.0905	8.0085
1.1005	8.0085
1.1105	8.0085
1.1205	8.0085
1.1305	7.3721
1.1405	8.0085
1.1505	8.0085
1.1605	7.3721
1.1705	8.0085
1.1805	8.0085
1.1905	8.0085
1.2005	8.0085
1.2105	7.3721
1.2206	8.0085
1.2306	8.0085
1.2406	8.0085
1.2506	8.0085
1.2606	7.3721
1.2706	8.0085
1.2806	8.0085
1.2906	8.0085
1.3006	8.0085
1.3106	7.3721
1.3206	8.0085
1.3306	8.0085
1.3406	8.0085
1.3506	8.0085
1.3606	8.0085
1.3706	8.0085
1.3806	8.0085
1.3906	7.3721
1.4006	8.0085
1.4106	8.0085
1.4206	8.0085
1.4306	7.3721
1.4407	8.0085
1.4507	8.0085
1.4607	7.3721
1.4707	8.0085
1.4807	8.0085
1.4907	7.3721
1.5007	8.0085
1.5107	8.0085
1.5207	7.3721
1.5307	8.0085
1.5407	8.0085
1.5507	8.0085
1.5607	8.0085
1.5707	8.0085
1.5807	8.0085
1.5907	8.0085
1.6007	8.0085
1.6107	8.0085
1.6207	8.0085
1.6307	8.0085
1.6407	7.3721
1.6507	8.0085
1.6608	8.0085
1.6708	8.0085
1.6808	8.0085
1.6908	7.3721
1.7008	8.0085
1.7108	8.0085
1.7208	8.0085
1.7308	8.0085
1.7408	8.0085
1.7508	8.0085
1.7608	8.0085
1.7708	8.0085
1.7808	8.0085
1.7908	8.0085
1.8008	8.0085
1.8108	8.0085
1.8208	8.0085
1.8308	8.0085
1.8408	8.0085
1.8508	8.0085
1.8608	8.0085
1.8708	8.0085
1.8808	8.0085
1.8909	8.0085
1.9009	8.0085
1.9109	8.0085
1.9209	8.0085
1.9309	8.0085
1.9409	8.0085
1.9509	8.0085
1.9609	8.0085
1.9709	8.0085
1.9809	8.0085
1.9909	8.0085
2.0009	8.0085
2.0109	8.0085
2.0209	8.0085
2.0309	8.0085
2.0409	8.0085
2.0509	8.0085
2.0609	8.0085
2.0709	8.0085
2.0809	8.0085
2.0909	8.0085
2.1009	7.3721
2.111	8.0085
2.121	8.0085
2.131	8.0085
2.141	8.0085
2.151	7.3721
2.161	7.3721
2.171	7.3721
2.181	7.3721
2.191	8.0085
2.201	7.3721
2.211	7.3721
2.221	8.0085
2.231	7.3721
2.241	7.3721
2.251	7.3721
2.261	7.3721
2.271	7.3721
