0.1	1.1469
0.2	1.1464
0.3	1.1467
0.4	1.1474
0.5	1.1479
0.6	1.1478
0.7	1.1467
0.8	1.1449
0.9	1.1424
1	1.1392
1.1	1.1353
1.2	1.1315
1.3	1.1289
1.4	1.1282
1.5	1.1298
1.6	1.1333
1.7	1.1376
1.8	1.1408
1.9	1.1406
2	1.1355
2.1	1.1253
2.2	1.1115
2.3	1.0964
2.4	1.0821
2.5	1.0708
2.6	1.065
2.7	1.066
2.8	1.0741
2.9	1.0886
3	1.1071
3.1	1.1266
3.2	1.1447
3.3	1.1602
3.4	1.1734
3.5	1.1853
3.6	1.197
3.7	1.208
3.8	1.2174
3.9	1.2243
4	1.2282
4.1	1.229
4.2	1.2274
4.3	1.225
4.4	1.2235
4.5	1.2237
4.6	1.2257
4.7	1.2286
4.8	1.2307
4.9	1.2314
5	1.2314
5.1	1.2324
5.2	1.2354
5.3	1.2407
5.4	1.2479
5.5	1.2558
5.6	1.2637
5.7	1.2716
5.8	1.2794
5.9	1.2865
6	1.2921
6.1	1.2953
6.2	1.2958
6.3	1.2939
6.4	1.2905
6.5	1.2869
6.6	1.2848
6.7	1.286
6.8	1.2908
6.9	1.2976
7	1.3042
7.1	1.3087
7.2	1.3104
7.3	1.3095
7.4	1.3067
7.5	1.3018
7.6	1.2946
7.7	1.2866
7.8	1.2802
7.9	1.2774
